Hospital_Name,Hospital_Type,Hospital_Category,State,District,Pincode,Specialties,Facilities,Address_Original_First_Line,Telephone
Civil Hospital,Government,0,Himachal Pradesh,Kullu,172026,0,0,Ani,0
Beas Hospital,Private,0,Himachal Pradesh,Kullu,175101,0,0,Dhalpur,0
Civel Hospital Kullu,Private,0,Himachal Pradesh,Kullu,175101,0,0,,0
Clinic Kdmc Marigold,Clinic,0,Himachal Pradesh,Kullu,175101,0,0,Dr. P.D. Lal's K.D.M.C. Marigold Bldgs (Medical Liaison Service) Dhalpur,0
Kullu Medical Centre,Private,0,Himachal Pradesh,Kullu,175101,0,0,Akkhara Bazar,0
Kullu Valley Hospital ( A Unit Of Banga Hospitals Pvt. Ltd. ) - Kullu,Private,0,Himachal Pradesh,Kullu,175101,0,0,"Kullu Valley Hospital , Shastri Nagarnear Puri Petrol Pump",0
Sri Harihar Hospital,Private,0,Himachal Pradesh,Kullu,175122,0,0,Hathithan Bhuntar,0
Civil Hospital,Government,0,Himachal Pradesh,Kullu,175123,0,0,Banjaar,0
Pehal Nursing Home,Clinic,0,Himachal Pradesh,Kullu,175125,0,0,"OppositeJugals, Bhunter",0
S R Hospital and Surgical Center,Private,0,Himachal Pradesh,Kullu,175125,0,0,"Nh-21, Vill. Kalheli- P. O Bajaura- Tehshil",0
Aruya Aspatal,Private,0,Himachal Pradesh,Kullu,175129,0,0,"Kullu Road, Manali",0
Bablu Clinic,Clinic,0,Himachal Pradesh,Kullu,175129,0,0,Rampur Road,0
City Care Hospital,Private,0,Himachal Pradesh,Kullu,175129,0,0,"Bhunter, Behind Addarsh School",0
Das Clinic,Clinic,0,Himachal Pradesh,Kullu,175129,0,0,,0
Life Line Clinic,Clinic,0,Himachal Pradesh,Kullu,175129,0,0,Dabari Mahal,0
Medimax,Private,0,Himachal Pradesh,Kullu,175129,0,0,Bharai,0
Oasis Medical Center,Private,0,Himachal Pradesh,Kullu,175129,0,0,Dawara Po Dhobi,0
Civil Hospital,Government,0,Himachal Pradesh,Kullu,175131,0,0,Manali,0
Lady Willingdon Hospital,Private,0,Himachal Pradesh,Kullu,175131,0,0,Manali,0
Rawat Clinic,Clinic,0,Himachal Pradesh,Kullu,175131,0,0,"Near Telephone Exchange, Manali",0
Sri Harihar Hospital and Research Centre,Private,Private,Himachal Pradesh,Kullu,0,"Gerneral Surgery,  gynaecologycology and Obstetrics, ENT, Paediatrics, General Medicine,\nMedicine, Dermatology, Orthopaedics, Radiology,\nEndoscopy, Diagnostic service.",0,Near GovernmentCollage The Mall Dhalpur,0
Lady Willngdon Hospital,Private,Private,Himachal Pradesh,Kullu,0,"General Surgery, gynaecology and Obstetrics",0,Manali,0
S.R.Hospital,Private,Private,Himachal Pradesh,Kullu,0,General Surgery,0,Vill.Kalheli PO Bajaura The.,0
"Ayurvedic Hospital, Katrai",Government,Public/ Government,Himachal Pradesh,Kullu,0,0,0,,0
"Civil Hospital, Ani",Government,Public/ Government,Himachal Pradesh,Kullu,0,0,0,Ani,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Kullu,0,0,0,Banjaar,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Kullu,0,0,0,Jari,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Kullu,0,0,0,,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Kullu,0,0,0,Manali,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Kullu,0,0,0,Nirmand,0
Community Health Centre,Government,Public/ Government,Himachal Pradesh,Kullu,0,0,0,Dalash,0
"P H C, Tabo",Private,0,Himachal Pradesh,Lahaul and Spiti,172113,0,0,Tabo,0
C H C Kaza,Private,0,Himachal Pradesh,Lahaul and Spiti,172114,0,0,Kaza,0
District Ayurvedic Hospital,Clinic,0,Himachal Pradesh,Lahaul and Spiti,175132,0,0,Keylong,0
"Regional Hospital, Keylong",Private,0,Himachal Pradesh,Lahaul and Spiti,175132,0,0,Keylong,0
C H C Shansha,Private,0,Himachal Pradesh,Lahaul and Spiti,175133,0,0,Shansha,0
"Chc, Udaipur",Government,0,Himachal Pradesh,Lahaul and Spiti,175142,0,0,Udaipur,0
Community Health Centre,Government,Public/ Government,Himachal Pradesh,Lahaul and Spiti,0,0,0,Kaza,0
Community Health Centre,Government,Public/ Government,Himachal Pradesh,Lahaul and Spiti,0,0,0,Udaypur,0
Community Health Centre,Government,Public/ Government,Himachal Pradesh,Lahaul and Spiti,175133,0,0,"SH 26, Shansha",0
DistrictAyurvedic Hospital,Government,Public/ Government,Himachal Pradesh,Lahaul and Spiti,0,0,0,Keylong,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Lahaul and Spiti,0,0,0,Tabo,0
Regional Hospital,Government,Public/ Government,Himachal Pradesh,Lahaul and Spiti,175132,0,0,Keylong,0
Banga Associated Hospital,Private,0,Himachal Pradesh,Mandi,175001,0,0,Dadour Chowk,0
Bbmb Hospital,Private,0,Himachal Pradesh,Mandi,175001,0,0,Sundarnagar,0
Civil Hospital,Government,0,Himachal Pradesh,Mandi,175001,0,0,Sarkaghat,0
District Ayurvedic Hospital,Clinic,0,Himachal Pradesh,Mandi,175001,0,0,,0
K.S Hospital,Private,0,Himachal Pradesh,Mandi,175001,0,0,Opposite Zonal Hospital,0
Kailash Clinic,Clinic,0,Himachal Pradesh,Mandi,175001,0,0,,0
Neta S C Boss Reg Hospital,Private,0,Himachal Pradesh,Mandi,175001,0,0,,0
Sri Sai Charitable and Institute Of Medical Science,Private,0,Himachal Pradesh,Mandi,175001,0,0,"Village Trot ,Po Kanald ,Teh Sunder Nagar",0
Sushruta Hospital,Private,0,Himachal Pradesh,Mandi,175001,0,0,"Lake View Colony,Dhadiyal,Sundr Nagar",0
"PHC, Gopalpur",Government,0,Himachal Pradesh,Mandi,175007,0,0,Gopalpur,0
Aastha Maternity Home and Taruma Centre,Private,0,Himachal Pradesh,Mandi,175008,0,0,"Rana Complex ,Near Chowk",0
Sri Harihar Hospital and Research Centre,Private,0,Himachal Pradesh,Mandi,175021,0,0,Vill. P.O. Gutkar,0
Referal Hospital Sarkaghat,Government,Public/ Government,Himachal Pradesh,Mandi,175024,0,0,Sarkaghat,0
Primary Health Center Baldavada,Government,0,Himachal Pradesh,Mandi,175033,0,0,Baldavada,0
Community Health Center,Government,0,Himachal Pradesh,Mandi,175047,0,0,Janjali,0
Intact Dental Clinic,Private,Private,Himachal Pradesh,Mandi,0,"Conservative Dentistry and Endodontics, Oral\nand Maxillofacaial Pathology.",0,"283/6, Moti Bazar, Near PNB",0
Shree Dental Clinic,Private,Private,Himachal Pradesh,Mandi,0,Only Oral Medicine specialty (No other\nprocedures,0,"Main Road Opposite PNB, Sundernager",0
Himachal Dental Collage,Private,Private,Himachal Pradesh,Mandi,0,"Pedodontics, Orthodontics, Prosthodontics,\nPeriodontics, Conservative Dentistry, Oral and\nMaxillofacial, Oral Diagnosis, Preventive and\nCommunity Dentistry, Oral Pathology.",0,Sunder Nager,0
Sai Valley Hospital,Private,Private,Himachal Pradesh,Mandi,0,"General Surgery, General Medicine, Paediatrics,\nOrtho, gynaecology and Obst.",0,"Village Tarot, PO Kanaid,\nThe.Sundernager",0
Niramay Clinic,Private,Private,Himachal Pradesh,Mandi,0,"Specialized Laboratory services in respect of\nClinical Pathology including specialized\nbiochemistry, Microbiology, Histopathology\nand cytology with immunohistochemistry and\nother molecular techniques, Immunopathology.",0,"Hospital road, Post office",0
Sushruta Hospital and Diagnoscan,Private,Private,Himachal Pradesh,Mandi,0,"Internal Medicine, Obstetrics and Gynaecology",0,Sundernager,0
Ayurvedic Hospital,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Joginder nagar,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Joginder nagar,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Karsog,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Sandole,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Sunder nagar,0
DistrictAyurvedic Hospital,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,,0
Neta Ji Subhash Chander Bose Zonal Hospital,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Baldavada,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Bhagshad,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Chontra,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,DhaRampur,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Ghor,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Janjali,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Kotli,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Nagvaani,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Pdher,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Ratti,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Rewalsar,0
Referal Hospital,Government,Public/ Government,Himachal Pradesh,Mandi,0,0,0,Sarkaghat,0
Bhartiya Chikitsa And Homeopethic Department,Private,0,Himachal Pradesh,Shimla,171001,0,0,,0
Ddu Hospital / Deen Dyal Upadhyay Zonal Hospital,Private,0,Himachal Pradesh,Shimla,171001,0,0,,0
Goel Eye and Goel Dental Clinic and X- Rays,Clinic,0,Himachal Pradesh,Shimla,171001,0,0,"30, Lakkar Bazar",0
Government Dental College and Hospital,Government,Public/ Government,Himachal Pradesh,Shimla,171001,0,0,,0
Igmc (Only H P Critical Care Policy),Private,0,Himachal Pradesh,Shimla,171001,0,0,Circular Rd,0
Indira Gandhi Medical College and Hospital,Government,0,Himachal Pradesh,Shimla,171001,0,0,,0
Jatinder Eye Hospital,Private,0,Himachal Pradesh,Shimla,171001,0,0,"Near Airtel Office (Above Gift Emporium) 74, The Mall",0
Kamla Nehru State Hospital,Government,0,Himachal Pradesh,Shimla,171001,0,0,,0
Mount Jakhoo (Indus Drive),Private,0,Himachal Pradesh,Shimla,171001,0,0,,0
Tara Hospital,Private,0,Himachal Pradesh,Shimla,171001,0,0,Point Padam Dev Complex 3Rd Floor The Ridge,0
Simla Sanitarium And Hospital,Private,0,Himachal Pradesh,Shimla,171004,0,0,"Carton House,Chaura Maidan",0
P H C,Private,0,Himachal Pradesh,Shimla,171007,0,0,Mashobra,0
Dr Prabhudas Nursing Home,Clinic,0,Himachal Pradesh,Shimla,171011,0,0,"Airport Road ,Lower Totu",0
C H C Suni,Private,0,Himachal Pradesh,Shimla,171018,0,0,Suni,0
C H C Kothkhai,Private,0,Himachal Pradesh,Shimla,171202,0,0,Kothkhai,0
Civil Hospital,Government,0,Himachal Pradesh,Shimla,171205,0,0,Jubbal,0
"Ayurvedic Hospital, Rohru",Clinic,0,Himachal Pradesh,Shimla,171207,0,0,Rohru,0
Civil Hospital,Government,0,Himachal Pradesh,Shimla,171207,0,0,Rohru,0
C H C Chirgaon,Private,0,Himachal Pradesh,Shimla,171208,0,0,Chirgaon,0
Civil Hospital,Government,0,Himachal Pradesh,Shimla,171210,0,0,Nerwa,0
Civil Hospital,Government,0,Himachal Pradesh,Shimla,171211,0,0,Chopal,0
C H C Nankhari,Private,0,Himachal Pradesh,Shimla,172021,0,0,Nankhari,0
C H C Kumarsain,Private,0,Himachal Pradesh,Shimla,172029,0,0,Kumarsain,0
Civil Hospital,Government,0,Himachal Pradesh,Shimla,172031,0,0,Kotgarh,0
District Ayurvedic Hospital,Clinic,0,Himachal Pradesh,Shimla,172102,0,0,Reckong Peo,0
Civil Hospital,Government,0,Himachal Pradesh,Shimla,173217,0,0,Chail,0
Indira Gandhi Medical College and Hospital,Government,Public/ Government,Himachal Pradesh,Shimla,171001,"Cardiology,\nCardiothrocic Surgery,\nCardiothoracic and Vascular Surgery (CTVS),\nDermatology,\nENT,\nEye,\nGastroenterology,\nMedicine,\nNephrology,\nNeurosurgery,\nOrthopaedics,\nPediatric Surgery,\nPediatrics,\nPlastic Surgery,\nPsychiatry,\nPulmonary Medicine,\nRadiotherapy,\nSurgery,\nNeo - Natology, Neuro - Surgery, Nuclear Medicine,\nUrology, Obstetrics and Gynaecology,\nNeurology, Radiotherapy, Radiology,\n",0,Indira Gandhi Medical College,0
Goel Eye Clinic,Private,Private,Himachal Pradesh,Shimla,0,"Eye Clinic, Eye Surgery,\nOphthalmology (Day Care Procedures only)",0,"30, Lakkar bazar",0
Ultrasound Centre and New Ultrasound Centre,Private,Private,Himachal Pradesh,Shimla,0,"Endoscopy, Colornoscopy, Plain X-ray, Contrast X-ray on 500 m A machine with image intensifier, USG, Laboratory.",0,LilawatiBhawan Near IGMC,0
Rana Ortho Care Centre,Private,Private,Himachal Pradesh,Shimla,0,"Orthopedics, X-Ray, Physiotherapy.",0,Red Cross Sarai\nBuilding OppositeDDUZH,0
Dr.Lakhanpaul Nursing Home Dental Speciality Centre,Private,Private,Himachal Pradesh,Shimla,0,"Dental Procedures, Periodontics only",0,"Top Floor-63, Lower Bazar",0
Inder Dental Clinic,Private,Private,Himachal Pradesh,Shimla,0,Simple Dental procedure,0,Sanjouli,0
Goel Dental Clinic,Private,Private,Himachal Pradesh,Shimla,0,Dental Procedures.,0,Lakkar Bazar,0
Abhinav Dental Clinic,Private,Private,Himachal Pradesh,Shimla,0,Simple Dental procedure,0,Chhotta,0
Puri Medical Centre\n,Private,Private,Himachal Pradesh,Shimla,0,"Medical and Surgical intervention, ECG, EEG,\nLab.",0,"Megna Complex, The\nMall",0
Patient Care Clinic,Private,Private,Himachal Pradesh,Shimla,0,General surgery.,0,BCS Market New Shimla,0
Nirmal Clinical,Private,Private,Himachal Pradesh,Shimla,0,Clinic. gynaecologycology and Obstetrics  Procedures.USG.,0,Inder Place Market Near\nSanjauli Chowk,0
Vidya Clinic,Private,Private,Himachal Pradesh,Shimla,0,"gynaecology, USG, Lab and ECG",0,79/1 Lower Bazar,0
Vijay Clinic,Private,Private,Himachal Pradesh,Shimla,0,"Gyane and  Obstetrics  Procedure, Lab, USG and\nConsultation.",0,Khalini Chowk,0
Shimla Gyane Centre,Private,Private,Himachal Pradesh,Shimla,0,"Gyane and  Obstetrics  Procedure, USG.",0,Bondary Chhota,0
Lions Grewal Eye Institute,Private,Private,Himachal Pradesh,Shimla,0,0,0,"459, Sector-4, Phase-II, New Shimla",0
Dr.Jitender Eye Hospital,Private,Private,Himachal Pradesh,Shimla,0,"All Eye Procedure, Ophthalmology (Day care procedures only)",0,74 The mall,0
Tenzin Hospital,Private,Private,Himachal Pradesh,Shimla,171009,"Skin, ENT, General Medicine, General\nSurgery, gynaecologycology and Obstetrics,\nPaediatrics, Orthopedics, USG, X-Ray,\nClinical Biochemistry, Immunology.",0,Main Bye-Pass Road\nPanthaghati (KH-22) Near Shiv Mandir\nKasumpti,0
Medicare Lab and Ultrasound Centre,Private,Private,Himachal Pradesh,Shimla,0,"Specialized Laboratory services in respect of\nClinical Pathology including specialized\nbiochemistry, Microbiology, Histopathology\nand cytology with immunohistochemistry and\nother molecular techniques, Immunopthology.",0,Himland,0
Shimla Sanitarium and Hospital,Private,Private,Himachal Pradesh,Shimla,171004,"Orthopedics, Ophthalmology and Dermatology",0,"Carton House, Chaura Maidan",0
Shiva Dental Care,Private,Private,Himachal Pradesh,Shimla,0,Only Periodontics specialty (no other Dental\nprocedure),0,"Shop No.13 SDA Colony\nShopping Complex, Vikas Nager",0
Grover Dental Clinic,Private,Private,Himachal Pradesh,Shimla,0,Only Periodontics specialty (no other Dental\nprocedure),0,The Mall,0
Sri Ram Hospital,Private,Private,Himachal Pradesh,Shimla,0,"Surgery, Paediatrics, ENT, gynaecology and Obst.,\nOrtho, Radiology and Medicine.",0,"G.S.Tower, Near Lakshmi\nNarayan Mandir Sanjouli",0
Dr.Lal Path Labs Pvt.Ltd.,Private,Private,Himachal Pradesh,Shimla,0,Lab services,0,"Sarab Complex, Sanjouli Market",0
Aastha Hospital,Private,Private,Himachal Pradesh,Shimla,0,"Paediatrics and Obstetrics and Gynaecology,\nRoutine Lab and X-Ray",0,Panthaghati,0
Maria Clinic,Private,Private,Himachal Pradesh,Shimla,0,"All Clinic Tests, ECG and X-Rays medicines and Gynea services.",0,The Mall,0
Shri Ram Medical Centre,Private,Private,Himachal Pradesh,Shimla,0,"All Clinic Tests, ECG and X-Ray.",0,The Mall,0
Regional Ayurvedic Hospital,Government,Public/ Government,Himachal Pradesh,Shimla,171009,0,0,Chotta Shimla Kasumpti Road,0
Gastroentrology Endoscopy Centre,Private,Private,Himachal Pradesh,Shimla,0,"Consultation, Diagnostic and Therapeutic, GI Endoscopy and Colornoscopy.",0,Lakkar Bazar Near IGMC,0
Desouza Nursing Home / Dsouza Nursing Home,Clinic,0,Himachal Pradesh,Sirmaur,173001,0,0,"Mall Road, Opposite Ranital Garden,Nahan",0
District Ayurvedic Hospital,Clinic,0,Himachal Pradesh,Sirmaur,173001,0,0,Nahan,0
"Refferal Hospital, Dadahu / Referral Hospital",Private,0,Himachal Pradesh,Sirmaur,173022,0,0,Dadahu,0
C H C Sangrah,Private,0,Himachal Pradesh,Sirmaur,173023,0,0,Sangrah,0
Civil Hospital,Government,0,Himachal Pradesh,Sirmaur,173024,0,0,Sarahan,0
Civil Hospital,Government,0,Himachal Pradesh,Sirmaur,173025,0,0,Paonta,0
Puran Hospital,Private,0,Himachal Pradesh,Sirmaur,173025,0,0,"Campus-Himachal Institute Of Dental Science,Rampur Ghat Road",0
Vohra Hospital,Private,0,Himachal Pradesh,Sirmaur,173025,0,0,"Bypass Road, Paonta Sahib",0
C H C Shillai,Private,0,Himachal Pradesh,Sirmaur,173027,0,0,Shillai,0
Akal Hospital,Private,0,Himachal Pradesh,Sirmaur,173101,0,0,"Akal Hospital , Baru Sahib",0
Civil Hospital,Government,0,Himachal Pradesh,Sirmaur,173101,0,0,Rajgarh,0
P.H.C.,Private,0,Himachal Pradesh,Sirmaur,173104,0,0,Naura-Dhar,0
Shimla Sanitorium Hospital,Government,Public/ Government,Himachal Pradesh,Shimla,0,0,0,Chora Maidan,0
Sri Ram Hospital,Government,Public/ Government,Himachal Pradesh,Shimla,0,0,0,18-D Sec-1 New Shimla,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Sirmaur,0,0,0,Paonta,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Sirmaur,0,0,0,Sarahan,0
Civil Hospital,Government,Public/ Government,Himachal Pradesh,Sirmaur,0,0,0,Rajgarh,0
Community Health Centre,Government,Public/ Government,Himachal Pradesh,Sirmaur,0,0,0,Shillai,0
Community Health Centre,Government,Public/ Government,Himachal Pradesh,Sirmaur,0,0,0,Sangrah,0
DistrictAyurvedic Hospital,Government,Public/ Government,Himachal Pradesh,Sirmaur,0,0,0,Nahan,0
Primary Health Centre,Government,Public/ Government,Himachal Pradesh,Sirmaur,0,0,0,Naura Dhar,0
Referral Hospital,Government,Public/ Government,Himachal Pradesh,Sirmaur,0,0,0,Dadahu,0
Referral Hospital,Government,Public/ Government,Himachal Pradesh,Sirmaur,0,0,0,Nahan,0
Puran Hospital,Private,Private,Himachal Pradesh,Sirmaur,0,"Medicine, General Surgery, Orthopaedics and\nPhysiotherapy, X-Ray, ECG, USG and\nPathology tests.",0,"Rampur Ghat Road, Paonta sahib",0
Pawar Nursing Home,Private,Private,Himachal Pradesh,Sirmaur,0,General Surgery and Gyneacology,0,Paonta Sahib,0
Himachal Institute of Dental Sciences,Private,Private,Himachal Pradesh,Sirmaur,0,"Oral Pathology, Prosthodontics, Periodontics, Orthodontics, Pedodontics, Oral Surgery,\nConservative dentistry and Endodontics, Oral, Medicine and Radiology",0,Paonta Sahib,0
Sneh Hospital,Private,Private,Himachal Pradesh,Sirmaur,0,"Medicine, Surgery and  gynaecologycology",0,Kala Amb,0
"P H C, Chandi",Private,0,Himachal Pradesh,Solan,171102,0,0,Chandi,0
"P H C, Darlaghat",Private,0,Himachal Pradesh,Solan,171102,0,0,Darlaghat,0
Aakash Hospital and Diagnostics,Clinic,0,Himachal Pradesh,Solan,173205,0,0,"Opp Radha Swami Satsang Bhawan Rakh Ram Singh , Pinjore Road Nalagarh",0
Bhardwaj Hospital,Private,0,Himachal Pradesh,Solan,173205,0,0,"Sai Road,OppositeHarman Filling Station",0
Gupta Surgical Hospitaland Maternity Home,Private,0,Himachal Pradesh,Solan,173205,0,0,"OppositeHousing Board Colony,Phase-3,Sai Rqad,Baddi",0
Life Care Hospital,Private,0,Himachal Pradesh,Solan,173205,0,0,"Malpur, Baddi",0
Lifeline Hospital - Baddi,Private,0,Himachal Pradesh,Solan,173205,0,0,"# 135 - A, Export Promotion Industrial Park,Phase - I, Jharmajri,Baddi",0
N P S Hospital,Private,0,Himachal Pradesh,Solan,173205,0,0,"Housing Board Colony, Phase- Iii, Sai Road",0
Nri Hospital Pvt. Ltd.,Private,0,Himachal Pradesh,Solan,173205,0,0,"Housing Board Colony, Phase-Iii, Baddi, Teh. Nalagarh",0
Civil Hospital,Government,0,Himachal Pradesh,Solan,173208,0,0,Arki,0
C H C Dharampur,Private,0,Himachal Pradesh,Solan,173209,0,0,Dharampur,0
Lamba Nursing Home,Clinic,0,Himachal Pradesh,Solan,173209,0,0,Dharmapur,0
Bhardwaj Dnsd Medical Center,Private,0,Himachal Pradesh,Solan,173212,0,0,"Hospital Road, Near Zonal Hospital",0
Grover Eye and E.N.T Hospital,Private,0,Himachal Pradesh,Solan,173212,0,0,"Near I.T.I. Gate, First Floor, The Mall",0
Kapoors Nursing Home,Clinic,0,Himachal Pradesh,Solan,173212,0,0,Near Mohan Park,0
Prashar Nursing Home,Clinic,0,Himachal Pradesh,Solan,173212,0,0,Rajgarh Road,0
Regional Hospital Solan,Private,0,Himachal Pradesh,Solan,173212,0,0,Solan Bus Stand,0
Sai Sanjivni Hospital,Private,0,Himachal Pradesh,Solan,173212,0,0,The Mall,0
Sanjivni Nursing Home,Clinic,0,Himachal Pradesh,Solan,173212,0,0,Near Lic The Mall,0
Sidhant Nursing Home,Clinic,0,Himachal Pradesh,Solan,173212,0,0,Near Basanti Bagh Sai Road Baddi,0
Vijay Multispeciality Hospital,Private,0,Himachal Pradesh,Solan,173212,0,0,"Near Vatika Hotel, Nurpur Road, Bodh, Jassur",0
Civil Hospital,Government,0,Himachal Pradesh,Solan,173215,0,0,Kandaghat,0
E.S.I. Hospital,Private,0,Himachal Pradesh,Solan,173215,0,0,Kandaghat,0
Ayurvedic Hospital Nalagarh,Clinic,0,Himachal Pradesh,Solan,174101,0,0,Nalagarh,0
C H C,Private,0,Himachal Pradesh,Solan,174101,0,0,Nalagarh,0
Gagan Nursing Home,Clinic,0,Himachal Pradesh,Solan,174101,0,0,"Main Market, Behid Bus Stand, Nalagarh",0
Govt Ayurvedic Hospital,Government,Public/ Government,Himachal Pradesh,Solan,174101,0,0,Nalagarh,0
Lord Mahavira (Ashirwad) Hospital,Private,0,Himachal Pradesh,Solan,174101,0,0,"Near Hotel Drive Inn, Dattowal,Nalagarh",0
Ravi Medical Centre,Private,0,Himachal Pradesh,Solan,174101,0,0,Dattowal,0
