Code,Disease Name,Avg Price (INR),Claim Count,Fraud Rate
22389,Benign neo urinary NEC,625.0,18,50.0
43811,Late eff CV dis-aphasia,624.71,34,35.29
53361,Chr pept ulc hem/perf-ob,624.19,43,53.49
78939,Abdmnal mass oth spcf st,622.53,75,37.33
V5301,Adj cerebral vent shunt,620.79,38,34.21
5282,Oral aphthae,620.67,15,20.0
78652,Painful respiration,618.71,318,38.36
40501,Mal renovasc hypertens,618.37,49,38.78
29042,Vasc dementia w delusion,615.58,95,30.53
8271,Fx lower limb NEC-open,613.85,13,38.46
71941,Joint pain-shlder,613.52,88,34.09
73743,Scoliosis in oth dis,613.33,12,25.0
20017,Lymphosarcoma spleen,613.33,12,33.33
36104,Part detach-dialysis,612.0,10,60.0
2104,Benign neo mouth NEC/NOS,611.21,33,24.24
81391,Fracture radius NOS-open,610.83,12,41.67
48289,Pneumonia oth spcf bact,610.32,31,41.94
70710,Ulcer of lower limb NOS,610.14,148,35.14
78001,Coma,609.39,66,40.91
07070,Hpt C w/o hepat coma NOS,609.29,28,39.29
9503,Injury to visual cortex,609.29,14,35.71
33811,Acute pain due to trauma,608.97,39,46.15
4480,Heredit hemorr telangiec,607.58,33,30.3
5933,Stricture of ureter,607.53,73,32.88
40310,Ben hy kid w cr kid I-IV,607.38,61,40.98
8430,Sprain iliofemoral,607.18,39,43.59
25061,DMI neuro nt st uncntrld,606.24,125,36.0
8798,Open wound site NOS,605.83,12,33.33
20298,Lymphoid mal NEC mult,605.33,15,40.0
48231,Pneumonia strptococcus a,605.0,28,42.86
42681,Lown-ganong-levine synd,604.86,72,38.89
412,Old myocardial infarct,604.33,508,35.24
1744,Mal neo breast up-outer,603.59,393,36.39
V5424,Aftrcare path fx leg NOS,603.33,18,50.0
40290,Hyp hrt dis NOS w/o hf,602.33,73,38.36
36100,Detachmnt w defect NOS,602.0,10,50.0
32735,Circadian rhythm-jetlag,601.76,34,35.29
59652,Low bladder compliance,601.11,18,33.33
1363,Pneumocystosis,601.0,40,25.0
1701,Malignant neo mandible,600.91,11,27.27
7242,Lumbago,600.8,348,37.64
6149,Fem pelv inflam dis NOS,600.71,14,35.71
81314,Fx up ulna NEC/NOS-open,600.62,16,18.75
4380,Late ef CV dis-cognf def,600.5,40,42.5
5184,Acute lung edema NOS,600.3,297,42.42
3553,Lat popliteal nerve les,600.23,43,25.58
V5420,Aftrcare path fx arm NOS,600.0,10,60.0
2301,Ca in situ esophagus,599.29,28,25.0
5379,Gastroduodenal dis NOS,598.89,27,40.74
5989,Urethral stricture NOS,598.28,29,31.03
V1301,Prsnl hst urnr dsrd calc,597.31,171,38.6
81213,Fx gr tuberos humer-open,597.27,11,36.36
2275,Benign neo carotid body,597.14,21,38.1
42832,Chr diastolic hrt fail,596.72,341,37.54
4659,Acute uri NOS,596.58,146,39.73
28269,Hb-SS dis NEC w crisis,596.11,18,66.67
1929,Mal neo nervous syst NOS,596.0,15,53.33
2125,Benign neo mediastinum,595.88,17,47.06
36273,Vitreoretinal dystrophy,595.62,16,43.75
8788,Open wound genital NEC,595.38,13,30.77
5733,Hepatitis NOS,595.16,31,41.94
490,Bronchitis NOS,595.13,454,39.43
82310,Fx upper end tibia-open,595.0,12,33.33
1624,Mal neo middle lobe lung,594.35,322,36.02
20057,Primary CNS lymph spleen,593.75,16,25.0
82331,Fx fibula shaft-open,593.68,19,31.58
6253,Dysmenorrhea,593.57,28,35.71
43883,Facial weakness,592.73,33,48.48
36201,Diabetic retinopathy NOS,592.35,17,41.18
79411,Abn retinal funct study,591.54,39,38.46
V1042,Hx-uterus malignancy NEC,591.01,69,27.54
2309,Ca in situ GI NEC/NOS,590.77,13,46.15
51889,Other lung disease NEC,590.13,312,35.9
4409,Atherosclerosis NOS,589.32,161,33.54
V5412,Aftrcre traum fx low arm,589.0,10,30.0
25063,DMI neuro uncntrld,588.93,112,40.18
4263,Left bb block NEC,588.84,69,30.43
V4582,Status-post ptca,588.25,497,37.63
4400,Aortic atherosclerosis,587.82,174,40.8
81510,Fx metacarpal NOS-open,586.67,15,26.67
9052,Late effect arm fx,586.36,11,45.45
81305,Fx radius head-closed,586.19,21,38.1
9582,Secondary/recur hemorr,586.11,18,50.0
20041,Mantle cell lymph head,585.83,12,33.33
61884,Cervical stump prolapse,585.71,14,42.86
36283,Retinal edema,585.45,11,27.27
20930,Malig neuroendo ca NOS,585.2,25,32.0
88110,Open wound forearm-compl,585.0,28,25.0
7845,Diagnosis 7845,584.81,52,36.54
99581,Adult physical abuse,584.17,12,33.33
2239,Benign neo urinary NOS,584.12,17,70.59
8400,Sprain acromioclavicular,583.33,36,30.56
2528,Parathyroid disorder NEC,583.33,12,25.0
29580,Schizophrenia NEC-unspec,583.33,45,37.78
25803,Mult endo neop type IIB,583.18,44,36.36
79670,Abn gland pap smear anus,582.82,39,35.9
8481,Sprain of jaw,582.76,29,44.83
5552,Reg enterit sm/lg intest,582.26,31,41.94
81333,Fx shaft rad w ulna-open,582.0,15,46.67
8073,Fracture of sternum-open,582.0,10,60.0
7993,Debility NOS,581.75,57,33.33
7880,Renal colic,581.19,193,34.2
9129,Superf inj shldr NEC-inf,581.14,35,42.86
2101,Benign neoplasm tongue,580.97,31,38.71
34690,Migrne unsp wo ntrc mgrn,580.35,57,42.11
82130,Fx low end femur NOS-opn,580.0,12,25.0
1411,Mal neo dorsal tongue,580.0,12,25.0
2103,Benign neo mouth floor,579.52,21,42.86
42650,Bundle branch block NOS,578.57,84,32.14
6828,"Cellulitis, site NEC",577.07,75,46.67
9800,Toxic eff ethyl alcohol,576.19,21,33.33
38600,Meniere's disease NOS,575.57,106,39.62
2892,Mesenteric lymphadenitis,574.88,80,36.25
70714,Ulcer of heel & midfoot,574.67,120,39.17
43885,Vertigo,574.65,43,44.19
4353,Vertbrobaslr artery synd,574.58,168,33.33
1986,Second malig neo ovary,574.48,29,27.59
28522,Anemia in neoplastic dis,574.2,333,41.14
41181,Acute cor occlsn w/o MI,573.56,418,31.82
V1069,Hx of leukemia NEC,572.86,14,28.57
20891,Leukemia NOS w remission,572.0,10,30.0
8710,Ocular lac w/o prolapse,572.0,15,46.67
2258,Benign neo nerv sys NEC,571.67,24,37.5
59960,Urinary obstruction NOS,571.12,107,31.78
2155,Ben neo soft tis abdomen,570.0,20,40.0
36217,Retinal varices,570.0,11,36.36
33394,Restless legs syndrome,569.55,22,54.55
43301,Ocl bslr art w infrct,568.75,80,48.75
5991,Urethral fistula,567.93,29,31.03
9923,Heat exhaust-anhydrotic,567.65,17,41.18
81109,Fx scapula NEC-closed,567.14,14,28.57
81382,Fracture ulna NOS-closed,566.43,14,35.71
79415,Abn auditory funct study,566.36,44,34.09
2162,Benign neo skin ear,566.09,23,43.48
6011,Chronic prostatitis,565.65,23,47.83
3492,Disorder of meninges NEC,565.52,29,34.48
33382,Orofacial dyskinesia,565.0,10,30.0
81312,Fx coronoid pro ulna-opn,564.55,11,45.45
4130,Angina decubitus,563.8,405,38.02
53201,Ac duoden ulc w hem-obst,562.0,20,45.0
69460,Bn mucous memb pemph NOS,561.54,13,46.15
2130,Ben neo skull/face bone,561.5,20,15.0
99772,Vasc comp renal artery,561.25,16,37.5
29512,Hebephrenia-chronic,561.22,41,39.02
9941,Drowning/nonfatal submer,561.0,10,60.0
53560,Duodenitis w/o hmrhg,560.77,65,40.0
8910,Open wnd knee/leg/ankle,560.61,33,36.36
41406,Cor ath natv art tp hrt,560.53,398,38.94
4581,Chronic hypotension,560.43,47,31.91
38612,Vestibular neuronitis,560.11,87,34.48
36119,Retinoshisis or cyst NEC,560.0,10,80.0
V4581,Aortocoronary bypass,559.48,518,35.71
5305,Dyskinesia of esophagus,559.38,130,37.69
2321,Ca in situ eyelid,558.63,51,37.25
4110,Post MI syndrome,558.59,469,36.46
6079,Disorder of penis NOS,558.0,10,40.0
53441,Chr margin ulc w hem-obs,557.5,36,27.78
20207,Nodular lymphoma spleen,557.5,12,33.33
82531,Fx astragalus-open,557.5,12,41.67
20681,Oth mono leuk w rmsion,557.5,12,41.67
81320,Fx shaft forearm NOS-cl,556.43,14,21.43
2122,Benign neo trachea,556.0,15,26.67
4379,Cerebrovasc disease NOS,555.79,38,26.32
20073,Large cell lymph abdom,555.79,19,21.05
2752,Dis magnesium metabolism,555.47,53,30.19
2241,Benign neoplasm orbit,555.36,28,21.43
81010,Fx clavicle NOS-open,555.0,12,8.33
72211,Thoracic disc displacmnt,555.0,272,39.34
36181,Retinal traction detach,555.0,12,33.33
3561,Peroneal muscle atrophy,553.33,30,50.0
41060,"True post infarct,unspec",553.0,10,60.0
43331,Ocl mlt bi art w infrct,552.95,78,34.62
6039,Hydrocele NOS,552.11,19,57.89
03643,Meningococc myocarditis,552.0,10,20.0
5692,Rectal & anal stenosis,551.25,32,31.25
33721,Rflx sym dystrph up limb,551.03,39,38.46
6203,Acq atrophy ovary & tube,550.83,12,33.33
25092,DMII unspf uncntrld,550.33,123,38.21
2930,Delirium d/t other cond,549.38,113,39.82
44281,Aneurysm of neck,548.96,48,29.17
9051,Late eff spine/trunk fx,548.46,13,30.77
43810,Late ef-spch/lng def NOS,548.33,36,47.22
8280,Fx legs w arm/rib-closed,547.37,19,52.63
41002,"AMI anterolateral,subseq",547.14,14,42.86
20956,Ben carcinoid sig colon,547.0,20,30.0
V1051,Hx of bladder malignancy,547.0,90,37.78
1572,Mal neo pancreas tail,546.23,69,30.43
4464,Wegener's granulomatosis,546.15,52,42.31
2373,Unc behav neo paragang,545.14,37,29.73
3970,Tricuspid valve disease,545.12,84,26.19
8470,Sprain of neck,544.89,45,26.67
59983,Urethral instability,544.67,15,33.33
4142,Chr tot occlus cor artry,544.6,411,37.96
35789,Inflam/tox neuropthy NEC,543.33,36,30.56
5778,Pancreatic disease NEC,543.29,79,35.44
71888,Jt derangment NEC-oth jt,543.18,44,36.36
35579,Oth mononeur lower limb,542.94,34,26.47
2107,Benign neo nasopharynx,542.59,27,40.74
81413,"Fx triquetral, wrist-opn",540.56,18,33.33
1736,Diagnosis 1736,540.35,57,40.35
V5427,Aftrcare path fx vertebr,540.0,11,27.27
87339,Mult open wnd nose-compl,540.0,11,18.18
8750,Open wound of chest,540.0,12,41.67
2882,Genetic anomaly leukocyt,539.33,15,60.0
1500,Mal neo cervical esophag,539.05,21,23.81
1732,Diagnosis 1732,538.86,44,34.09
80512,Fx c2 vertebra-open,538.82,17,35.29
20035,Margin zone lym inguin,538.24,17,47.06
82030,Trochanteric fx NOS-open,538.15,27,51.85
1887,Malig neo urachus,538.08,52,40.38
9093,Late eff surg/med compl,538.0,15,26.67
84511,Sprain tarsometatarsal,537.71,48,41.67
87320,Open wound of nose NOS,537.69,13,53.85
20054,Primary CNS lymph axilla,537.5,12,41.67
81316,Fx radius neck-open,537.22,18,50.0
70712,Ulcer of calf,537.11,121,42.15
2165,Benign neo skin trunk,536.67,27,48.15
99799,Surg compl-body syst NEC,536.25,16,37.5
8291,Fracture NOS-open,536.0,10,70.0
71537,Loc osteoarth NOS-ankle,535.1,157,33.76
29384,Anxiety disorder oth dis,535.0,58,37.93
1455,Malignant neo palate NOS,535.0,10,50.0
9517,Injury hypoglossal nerve,534.21,19,31.58
79412,Abnorm electro-oculogram,534.12,34,35.29
59381,Renal vascular disorder,534.03,72,45.83
4386,Alteration of sensations,533.66,41,39.02
2893,Lymphadenitis NOS,533.06,62,43.55
28261,Hb-SS disease w/o crisis,532.67,15,33.33
32730,Circadian rhym sleep NOS,532.63,38,47.37
29584,Schizo NEC-chr/exacerb,532.14,42,38.1
3538,Nerv root/plexus dis NEC,530.97,31,45.16
8832,Open wnd finger w tendon,530.94,32,40.62
1739,Diagnosis 1739,530.15,65,33.85
6953,Rosacea,529.33,15,40.0
78722,"Dysphagia, oropharyngeal",529.3,86,34.88
2979,Paranoid state NOS,528.81,42,28.57
3573,Neuropathy in malig dis,528.75,40,30.0
20243,Hairy-cell leukem abdom,528.57,14,35.71
4101,Diagnosis 4101,528.33,12,50.0
9540,Inj cerv sympath nerve,528.24,17,41.18
3523,Pneumogastric nerve dis,528.12,32,50.0
2841,Diagnosis 2841,527.82,307,42.02
2903,Senile delirium,527.75,71,32.39
59010,Ac pyelonephritis NOS,527.36,360,39.44
3489,Brain condition NOS,526.22,37,27.03
7144,Chr postrheum arthritis,525.94,175,37.14
36110,Retinoschisis NOS,525.83,12,8.33
1706,Mal neo pelvic girdle,525.33,15,26.67
V4613,Weaning from respirator,525.0,20,40.0
20297,Lymphoid mal NEC spleen,525.0,12,25.0
8738,Open wound of head NEC,525.0,16,12.5
5163,Diagnosis 5163,524.6,272,33.46
2242,Ben neo lacrimal gland,524.0,20,45.0
2133,Ben neo ribs/stern/clav,523.81,21,33.33
7245,Backache NOS,523.66,339,37.76
72293,Disc dis NEC/NOS-lumbar,523.12,292,37.67
2228,Ben neo male genital NEC,522.67,15,13.33
683,Acute lymphadenitis,522.67,60,23.33
2247,Ben neo lacrimal duct,522.5,16,31.25
5728,"Oth sequela, chr liv dis",521.68,95,37.89
3544,Causalgia upper limb,521.2,25,44.0
22801,Hemangioma skin,520.42,24,33.33
2229,Ben neo male genital NOS,519.13,23,34.78
3589,Myoneural disorders NOS,517.81,32,43.75
4352,Subclavian steal syndrom,517.58,124,38.71
1880,Mal neo bladder-trigone,516.88,96,36.46
20070,Large cell lymph xtrndl,516.67,12,16.67
03640,Meningococc carditis NOS,516.47,17,41.18
8363,Dislocat patella-closed,516.36,11,36.36
2144,Lipoma spermatic cord,516.0,20,45.0
7080,Allergic urticaria,515.91,22,27.27
V1007,Hx of liver malignancy,515.0,48,47.92
28241,Thlasema Hb-S w/o crisis,515.0,18,44.44
53520,Gstr mcsl hyprt w/o hmrg,514.24,59,33.9
1513,Mal neo stomach fundus,514.21,19,31.58
1405,"Mal neo lip, inner NOS",514.0,10,50.0
9139,Suprf inj forarm NEC-inf,514.0,20,40.0
53121,Ac stom ulc hem/perf-obs,513.68,38,31.58
4233,Cardiac tamponade,513.64,11,27.27
41032,"AMI inferopost, subseq",513.64,11,36.36
3335,Chorea NEC,512.78,18,38.89
V1003,Hx-esophageal malignancy,512.75,40,40.0
53085,Barrett's esophagus,512.63,152,41.45
2860,Cong factor viii diord,512.42,66,39.39
32753,Sleep related bruxism,512.41,29,34.48
8439,Sprain hip & thigh NOS,512.4,50,30.0
33393,Bnign shuddering attacks,512.0,10,50.0
20222,Sezary's disease thorax,511.82,11,27.27
33390,Extrapyramidal dis NOS,510.77,13,46.15
29622,Depressive psychosis-mod,510.65,93,44.09
2308,Ca in situ liver/biliary,510.24,42,33.33
81302,Fx coronoid proc ulna-cl,510.0,11,63.64
3439,Cerebral palsy NOS,508.95,19,31.58
42652,Rt bbb/lft ant fasc blk,508.16,49,42.86
81250,Fx lower humer NOS-open,508.0,15,46.67
43400,Crbl thrmbs wo infrct,507.73,110,36.36
20942,Benign carcinoid jejunum,507.69,26,30.77
9539,Inj nerve root/plex NOS,507.5,12,16.67
4578,Noninfect lymph dis NEC,507.36,53,30.19
9061,Late eff open wnd extrem,507.24,29,44.83
1917,Mal neo brain stem,506.88,16,18.75
3588,Myoneural disorders NEC,506.88,32,43.75
8821,Opn wound hand-complicat,506.52,23,39.13
20965,Ben crcinoid foregut NOS,505.5,20,30.0
20065,Anaplastic lymph inguin,505.29,17,35.29
1409,Mal neo lip/vermil NOS,505.0,10,30.0
25011,DMI keto nt st uncntrld,504.86,105,37.14
V452,Ventricular shunt status,504.57,35,31.43
6238,Noninflam dis vagina NEC,504.55,22,36.36
56201,Dvrtcli sml int w/o hmrg,503.86,158,41.14
2157,Benign neo trunk NOS,503.08,26,34.62
5643,Vomiting post-gi surgery,502.5,16,56.25
72765,Rupture quadricep tendon,502.46,69,44.93
20950,Ben crcnoid lg intst NOS,502.17,23,39.13
58889,Impair ren funct dis NEC,502.16,102,32.35
1129,Candidiasis site NOS,502.14,28,32.14
1723,Mal melanom face NEC/NOS,501.84,38,42.11
2357,Unc behav neo lung,501.35,37,35.14
2218,Ben neo fem genital NEC,501.25,24,20.83
2140,Lipoma skin face,500.91,22,50.0
V1581,Hx of past noncompliance,500.45,44,38.64
20215,Mycosis fungoides inguin,500.0,11,72.73
2411,Nontox multinodul goiter,499.58,191,40.84
20881,Oth leuk uns cl w rmson,499.0,10,20.0
71681,Arthropathy NEC-shlder,498.98,59,38.98
8290,Fracture NOS-closed,498.42,19,47.37
0569,Rubella uncomplicated,498.33,12,41.67
3499,Cns disorder NOS,498.18,33,30.3
25020,DMII hprsm nt st uncntrl,498.04,107,37.38
53521,Gstr mcsl hyprt w hmrg,497.8,59,38.98
25081,DMI oth nt st uncntrld,497.53,77,44.16
1503,Mal neo upper 3rd esoph,497.24,29,41.38
44282,Subclavian aneurysm,497.0,40,32.5
60886,"Edema, male genital orgn",496.67,15,46.67
2153,Ben neo soft tissue leg,495.29,17,23.53
34700,Narcolepsy w/o cataplexy,494.38,48,29.17
3545,Mononeuritis multiplex,494.36,39,38.46
42840,Syst/diast hrt fail NOS,494.09,350,36.29
20412,Chr lymp leuk in relapse,494.0,10,50.0
72887,Muscle weakness-general,493.99,158,37.34
2326,Ca in situ skin arm,493.86,44,31.82
20086,Mixed lymphosarc pelvic,493.75,16,12.5
4143,Cor ath d/t lpd rch plaq,493.28,442,35.97
2136,Benign neo pelvic girdle,492.67,15,33.33
2249,Benign neoplasm eye NOS,492.17,23,21.74
2330,Ca in situ breast,491.97,366,35.52
41189,Ac ischemic hrt dis NEC,491.73,439,35.99
4211,Ac endocardit in oth dis,490.0,10,40.0
71597,Osteoarthros NOS-ankle,489.83,116,34.48
8930,Open wound of toe,489.12,34,47.06
9568,Inj mult nerve pelv/leg,489.09,11,18.18
V4509,Status oth spcf crdc dvc,488.67,45,22.22
2106,Benign neo oropharyn NEC,488.5,20,30.0
6242,Hypertrophy of clitoris,488.18,11,18.18
6069,Male infertility NOS,487.78,18,22.22
53570,Eosinophil gastrt wo hem,487.12,59,38.98
7999,Unkn cause morb/mort NEC,486.9,29,44.83
6218,Disorders of uterus NEC,486.88,16,43.75
V493,Sensory problems w limbs,486.0,30,53.33
9222,Contusion abdominal wall,485.76,33,36.36
5994,Urethral false passage,485.33,15,26.67
5647,Megacolon NEC,485.0,76,46.05
1483,Mal neo post hypopharynx,484.62,13,46.15
6204,Prolapse of ovary & tube,484.62,13,46.15
80518,Fx mlt cervical vert-opn,484.62,13,15.38
20293,Lymphoid mal NEC abdom,484.62,13,38.46
20882,Oth leuk uns cl-relapse,484.55,11,9.09
43831,Late ef-mplga up lmb dom,484.29,35,37.14
35782,Crit illness neuropathy,484.29,28,32.14
71489,Inflamm polyarthrop NEC,484.12,165,41.82
2591,Sexual precocity NEC,484.09,22,45.45
9926,"Heat fatigue, transient",483.89,18,33.33
2127,Benign neoplasm heart,483.82,34,44.12
88122,Opn wound wrist w tendon,483.43,35,45.71
4465,Giant cell arteritis,483.33,57,33.33
5724,Hepatorenal syndrome,483.06,85,31.76
53300,Ac peptic ulcer w hemorr,482.94,34,38.24
20921,Mal carcinoid bronc/lung,482.89,357,36.97
2328,Ca in situ skin NEC,482.65,49,34.69
72691,"Exostosis, site NOS",482.41,87,34.48
7295,Pain in limb,482.01,159,39.62
20211,Mycosis fungoides head,481.58,19,31.58
2864,Von willebrand's disease,481.16,69,33.33
1828,Mal neo body uterus NEC,481.08,74,47.3
5959,Cystitis NOS,480.95,348,41.09
1705,Mal neo bones wrist/hand,480.77,13,30.77
2108,Benign neo hypopharynx,480.53,19,36.84
78460,Symbolic dysfunction NOS,480.26,38,31.58
9541,Inj sympath nerve NEC,480.0,14,7.14
61802,"Cystocele, lateral",479.55,22,36.36
4131,Prinzmetal angina,479.42,434,40.32
29592,Schizophrenia NOS-chr,479.41,51,31.37
81350,Fx lower forearm NOS-opn,479.33,15,46.67
34440,Monplga upr lmb unsp sde,479.17,12,41.67
2223,Benign neo epididymis,478.95,19,42.11
59969,Urinary obstruction NEC,478.82,85,34.12
1745,Mal neo breast low-outer,478.75,369,36.31
1980,Second malig neo kidney,478.33,18,33.33
4449,Arterial embolism NOS,478.33,12,33.33
4103,Diagnosis 4103,478.18,11,18.18
29504,Simpl schizo-chr/exacerb,478.0,50,32.0
80707,Fracture seven ribs-clos,478.0,20,35.0
42742,Ventricular flutter,477.62,80,32.5
2298,Benign neoplasm NEC,477.5,20,15.0
4476,Arteritis NOS,476.89,45,31.11
40591,Renovasc hypertension,476.0,50,46.0
33912,Chronic tension headache,475.45,33,36.36
72751,Popliteal synovial cyst,475.41,74,39.19
6246,Polyp of labia and vulva,475.38,13,23.08
2115,Ben neo liver/bile ducts,475.24,21,23.81
42653,Bilat bb block NEC,475.11,45,28.89
53012,Acute esophagitis,474.75,101,38.61
07422,Coxsackie endocarditis,474.21,19,42.11
29582,Schizophrenia NEC-chr,473.47,49,38.78
56942,Anal or rectal pain,473.04,23,30.43
42979,Other sequelae of MI NEC,472.89,45,42.22
5932,"Cyst of kidney, acquired",472.82,85,40.0
38830,Tinnitus NOS,472.73,22,45.45
34461,Neurogenic bladder,472.58,31,38.71
6201,Corpus luteum cyst,472.03,59,49.15
V4614,Mech comp respirator,472.0,15,33.33
20027,Burkitt's tumor spleen,471.82,11,36.36
9938,Effect air pressure NEC,471.43,14,28.57
34680,Othr migrne wo ntrc mgrn,470.93,43,30.23
53221,Ac duod ulc hem/perf-obs,470.91,33,48.48
84841,Sprain sternoclavicular,470.23,43,41.86
49390,Asthma NOS,469.83,176,38.07
2156,Ben neo soft tis pelvis,469.41,17,23.53
5285,Diseases of lips,469.33,15,26.67
9512,Injury trigeminal nerve,469.33,15,40.0
1537,Mal neo splenic flexure,469.21,76,40.79
92410,Contusion of lower leg,469.17,24,20.83
2120,Ben neo nasal cav/sinus,469.13,23,43.48
22800,Hemangioma NOS,469.09,22,31.82
62212,Mod dysplasia of cervix,468.0,10,50.0
73603,Valgus deformity wrist,468.0,10,20.0
2160,Benign neo skin lip,467.33,30,36.67
4553,Ext hemorrhoid w/o compl,467.32,56,33.93
41050,"AMI lateral NEC, unspec",467.27,11,27.27
20046,Mantle cell lymph pelvic,466.92,13,46.15
38635,Viral labyrinthitis,466.88,93,35.48
44589,"Atheroembolism, site NEC",466.88,16,31.25
82019,Fx femur intrcap NEC-opn,466.32,19,42.11
6237,Polyp of vagina,466.0,10,10.0
8360,Tear med menisc knee-cur,465.0,12,33.33
9995,Diagnosis 9995,465.0,18,22.22
43884,Ataxia,464.84,31,22.58
6021,Prostatic congest/hemorr,464.67,15,20.0
81416,Fx trapezoid bone-open,464.62,13,23.08
71481,Rheumatoid lung,464.3,158,31.65
71433,Monoart juv rheum arthr,464.03,159,42.77
2232,Benign neoplasm ureter,463.64,22,18.18
30393,Alcoh dep NEC/NOS-remiss,463.48,23,30.43
2290,Benign neo lymph nodes,463.33,21,42.86
V1249,Hx nerv sys/snse org NEC,463.0,40,25.0
20910,Mal crcnoid lg intst NOS,462.65,83,43.37
71430,Juv rheum arthritis NOS,462.51,179,36.87
2312,Ca in situ bronchus/lung,462.33,335,34.63
2137,Ben neo long bones leg,462.31,26,38.46
3562,Hered sensory neuropathy,462.14,28,32.14
34580,Epilep NEC w/o intr epil,461.75,63,38.1
30989,Adjustment reaction NEC,461.5,20,40.0
8209,Fx neck of femur NOS-opn,461.14,35,40.0
72630,Elbow enthesopathy NOS,461.03,68,33.82
2164,Ben neo scalp/skin neck,461.0,20,35.0
9927,Heat edema,460.77,13,38.46
2385,Mastocytoma NOS,460.39,51,25.49
5646,Anal spasm,460.36,28,35.71
5723,Portal hypertension,460.31,96,37.5
95911,Injury of chest wall NEC,460.0,11,27.27
496,Chr airway obstruct NEC,459.8,642,38.01
59651,Hypertonicity of bladder,459.58,24,41.67
2129,Benign neo resp sys NOS,459.13,23,30.43
